date,USDKRW_return_1d,USDKRW_log_return_1d,USDKRW_vol_5d,USDKRW_momentum_5d,USDKRW_vol_10d,USDKRW_momentum_10d,USDKRW_vol_20d,USDKRW_momentum_20d,USDKRW_ma_gap_5_20,JPYKRW_return_1d,JPYKRW_log_return_1d,JPYKRW_vol_5d,JPYKRW_momentum_5d,JPYKRW_vol_10d,JPYKRW_momentum_10d,JPYKRW_vol_20d,JPYKRW_momentum_20d,JPYKRW_ma_gap_5_20,EURKRW_return_1d,EURKRW_log_return_1d,EURKRW_vol_5d,EURKRW_momentum_5d,EURKRW_vol_10d,EURKRW_momentum_10d,EURKRW_vol_20d,EURKRW_momentum_20d,EURKRW_ma_gap_5_20,SGDKRW_return_1d,SGDKRW_log_return_1d,SGDKRW_vol_5d,SGDKRW_momentum_5d,SGDKRW_vol_10d,SGDKRW_momentum_10d,SGDKRW_vol_20d,SGDKRW_momentum_20d,SGDKRW_ma_gap_5_20,USDKRW_intraday_range_pct,target_next_abs_return
2016-01-29,-0.0008701965569877235,-0.0008705753978048847,0.07887406328403698,0.002961606855524712,0.0680780120830105,-0.0006713442548108572,0.07776906599628461,0.02684588320046699,-0.00037097355092974293,-0.004613716508123478,-0.004624392548270073,0.11278742818831712,-0.006174627552466783,0.14178432214284395,-0.0071477481735872095,0.2141507981765668,0.05835570143123303,-6.759395393696188e-05,0.001686270281115787,0.001684850123674586,0.13582337248549767,0.009553612778718579,0.1498158506223434,0.006325859643265819,0.198403479918673,0.05377891934561796,0.003730842724237071,0.0025513823681704295,0.0025481331177230615,0.0419318461451688,0.006648734629214559,0.15848666078271031,0.0055704316565108325,0.23047906686296832,0.03876754176331576,0.006020970243374002,0.01317154086950253,0.0003980366681570757
2016-02-01,0.00039811589526306257,0.0003980366681570757,0.05931685799436391,0.008815911687321432,0.061464339685226715,-0.005524420905575478,0.07769194451687858,0.02725468686855459,5.199753895923642e-05,-0.04263319063017834,-0.04356867008881027,0.3258535090753781,-0.03788903578896752,0.2578715643606335,-0.04187723993926307,0.2702978602912441,0.01271668537045434,-0.00821037842462824,-0.03283316338884856,-0.03338426830584673,0.2826182224275461,-0.012595233950772333,0.22140968133848143,-0.014846022755397148,0.23606389656510737,0.01918002391101914,0.00030596256432224855,-0.020915254229941227,-0.021137076592259163,0.168063984663897,-0.011850629713720529,0.16161080417418006,0.004724945917373269,0.2445346958490671,0.017667087504699808,0.002783288640680226,0.007652685560064908,0.004279088175509038
2016-02-02,-0.0042699459225199465,-0.004279088175509038,0.07340433385934143,0.003006594198887047,0.0628944240045351,-0.0065186501982213985,0.07072574032734014,0.011453961522807088,8.521173584297159e-05,0.024341550923981714,0.024050016827474874,0.39556830036357304,-0.017973548582810417,0.27630028879151014,-0.03493785521568871,0.25042424106247707,-0.0002814963332610221,-0.011787052671677123,0.026797586788318783,0.026444819786452634,0.3505864489958255,0.007771876908273301,0.24575930866450274,-0.0061467292971338905,0.23446753857565666,0.018073412420327895,0.0009637981640751025,0.02090264325316782,0.020687180329620247,0.2366712249656188,0.008876614238108704,0.16033853577998713,0.004364994875323269,0.2396631201400017,0.013550703090701166,0.0038830858871399254,0.012431664773378717,0.008738056835987607
2016-02-03,0.008776345095028892,0.008738056835987607,0.09172941054100003,0.012299646002426279,0.07724363770654862,0.004768816089570915,0.07644936146902848,0.01916349506890236,0.0015839602609024617,0.016995139560220363,0.01685233786151219,0.4224171284616781,-0.00019771182271444143,0.29446065442987224,-0.01413535313699621,0.25719626406869334,0.012515018126782351,-0.01243531610294557,0.010575164065152798,0.010519638138456244,0.35609157836868055,0.017473981031659758,0.2518687276016679,0.005920697390907392,0.23536676682422397,0.035002666195222076,0.0027303937673373024,0.0037182975292855414,0.003711401749447951,0.23702207289158114,0.009853047463699305,0.16050966711649642,0.010045631811741895,0.23990178281699676,0.01608763459683238,0.005054227220143703,0.007750734336308296,0.009787776435977946
2016-02-04,-0.009740032049628589,-0.009787776435977946,0.10785615738928944,-0.005784551188690368,0.09251426135600091,-0.006253923237212633,0.08011962524770952,0.0008008083031518787,0.0003848613537973389,0.004054223924768285,0.004046027704359023,0.4197211602452679,-0.0032394219574822802,0.293629994061604,-0.015512880104721072,0.2539109310079477,0.004252815843424962,-0.013295036504572644,0.005727118549647692,0.005710780954755634,0.34922642464867304,0.0110362759972078,0.25275916656197867,0.013306725334361724,0.23353984433124086,0.029928297554522976,0.003469947658678141,-0.0008730418306860388,-0.0008734231536617898,0.23690975153570595,0.004948418633275775,0.16072778503497742,0.0075309100615745805,0.23996724181389398,0.013936465909260232,0.005351533407174758,0.021038585697799192,0.007404167482746082
2016-02-05,-0.007376824161151929,-0.007404167482746082,0.11638699080085295,-0.012259175067819927,0.09716036485402149,-0.009333875069219122,0.08386426353928138,-0.00379795632125568,-0.001881512183255385,0.004234712072357594,0.004225770912460458,0.41914238482608945,0.005621223334622671,0.29004095005736685,-0.000588113178324523,0.25338594955558985,0.0022606412396004583,-0.012283472191769285,0.002682043741908613,0.0026784534806507665,0.34920619222584504,0.012041344271982224,0.24982759761953127,0.021709995391210768,0.2309195217729565,0.021444165620258415,0.004822665655436431,0.007392024506892136,0.007364837390085199,0.2413355634480975,0.009800634437903133,0.1633846235471119,0.016514530884693457,0.2410414503195303,0.022251521893048576,0.0062130850929447146,0.01536711351806371,0.011272664689378153
2016-02-08,0.011336440590140384,0.011272664689378153,0.15307441574249997,-0.001459244834219664,0.1107761671858193,0.007343802279513145,0.08776692482615639,-0.0013184452771822786,-0.0021079664838257184,0.011474020299973908,0.011408692965586553,0.1358022404849751,0.062455614410515725,0.28800401768201395,0.02220019561192621,0.24280133913383223,0.035843791687514504,-0.0020889041089907634,0.007305176319968076,0.0072786227599737074,0.14822163297353155,0.05404201854870805,0.23917700039795797,0.04076611273114272,0.2110681970436284,0.054354425421019315,0.01267598048565799,0.004360502343835337,0.004351022900257462,0.12976454857761202,0.03586934313177936,0.16206637421063236,0.02359363911452972,0.20456441390466384,0.06120735799377863,0.010312055221275207,0.010619869076077674,0.0013958603582535645
2016-02-09,-0.0013948865983143266,-0.0013958603582535645,0.14967404092781705,0.0014239300754685935,0.11116799195969974,0.004434805454260227,0.08737972976716078,-4.15115397005561e-05,-0.0018218323190467567,0.008435126245340596,0.008399749367692166,0.08517509625199096,0.0459573378446807,0.2896657591284933,0.02715777281738241,0.22545934920535665,0.01671559025451086,0.00605600294769415,0.00139093070324936,0.0013899642552104297,0.05792401772269695,0.027961237478465684,0.2392068361665845,0.03595042568262463,0.19457155271180024,0.030226737899178957,0.016727643084468946,-0.0019840485431921184,-0.00198601937475118,0.06151441262369599,0.012647126445172407,0.1631426919880279,0.021636004345955584,0.15708477300539034,0.019443745724763373,0.011870507670423303,0.00898005972834898,0.004600369285367556
2016-02-10,-0.004589803794515235,-0.004600369285367556,0.13100345313278172,-0.011844800318561721,0.11401264675871381,0.00030915883297688573,0.08690228528193095,-0.009391787824524211,-0.0037359537078990313,-0.00028845874366034696,-0.00028850035588634526,0.0712359621611473,0.028181533647503088,0.28940266383646446,0.02797825000240417,0.2253638589604774,0.01354907313991438,0.010967821023793123,0.004568036727087721,0.004557634912535136,0.03724926067320219,0.021850762699639814,0.23879772439942962,0.0397065635442404,0.19479103122463506,0.03164092093177784,0.019520219776237413,0.0024674150611814216,0.002464375990711254,0.06061508134083647,0.011385116437021559,0.1631197645678578,0.021350341993354505,0.15705030865657568,0.019188946665151585,0.013191727088314398,0.010950996186112179,0.007714660991662292
2016-02-11,-0.007684979371478828,-0.007714660991662292,0.12427517981303565,-0.009794115594088826,0.10990935736898977,-0.015522012219777115,0.09021670907366997,-0.018490829522029295,-0.004763283596717405,0.009232609498974309,0.009190249489227309,0.07367533329664128,0.03348435524282767,0.2904715340176565,0.030136463329739627,0.22687890230478566,0.017649355640976028,0.016738072124649728,-0.008613988678592643,-0.00865130352001664,0.09629275185873837,0.007279741307407717,0.2415861350618586,0.018396358538872448,0.1974604289193298,0.017175597791686315,0.020115345679834196,-0.0035929041584645827,-0.0035993741406095126,0.07159864212514393,0.008631884473274676,0.16510861733483279,0.013623017284518202,0.15787892151090024,0.014586190652049469,0.014187650903810356,0.013973632112667837,0.007965163591210356
